id,Nazwa produktu,Producent,id,actual,Jednostka ceny,Waga,Średnica,Długość,Szerokość,Wysokość,Grubość,Typ pakowania,Jednostki zakupu ,
39,Otuliny TECLIT PS,ROCKWOOL,279,1,M,,,,133,,40,paleta,1,pełna paleta
39,Otuliny TECLIT PS,ROCKWOOL,280,1,M,,,,133,,50,paleta,1,pełna paleta
39,Otuliny TECLIT PS,ROCKWOOL,281,1,M,,,,133,,100,paleta,1,pełna paleta
39,Otuliny TECLIT PS,ROCKWOOL,282,1,M,,,,140,,25,paleta,1,pełna paleta
39,Otuliny TECLIT PS,ROCKWOOL,283,1,M,,,,140,,30,paleta,1,pełna paleta
39,Otuliny TECLIT PS,ROCKWOOL,284,1,M,,,,140,,40,paleta,1,pełna paleta
39,Otuliny TECLIT PS,ROCKWOOL,285,1,M,,,,140,,50,paleta,1,pełna paleta
39,Otuliny TECLIT PS,ROCKWOOL,286,1,M,,,,140,,100,paleta,1,pełna paleta
39,Otuliny TECLIT PS,ROCKWOOL,287,1,M,,,,159,,25,paleta,1,pełna paleta
39,Otuliny TECLIT PS,ROCKWOOL,288,1,M,,,,159,,30,paleta,1,pełna paleta
39,Otuliny TECLIT PS,ROCKWOOL,289,1,M,,,,159,,40,paleta,1,pełna paleta
39,Otuliny TECLIT PS,ROCKWOOL,290,1,M,,,,159,,50,paleta,1,pełna paleta
39,Otuliny TECLIT PS,ROCKWOOL,291,1,M,,,,159,,100,paleta,1,pełna paleta
39,Otuliny TECLIT PS,ROCKWOOL,292,1,M,,,,169,,40,paleta,1,pełna paleta
39,Otuliny TECLIT PS,ROCKWOOL,293,1,M,,,,169,,50,paleta,1,pełna paleta
39,Otuliny TECLIT PS,ROCKWOOL,294,1,M,,,,169,,100,paleta,1,pełna paleta
39,Otuliny TECLIT PS,ROCKWOOL,295,1,M,,,,219,,40,paleta,1,pełna paleta
39,Otuliny TECLIT PS,ROCKWOOL,296,1,M,,,,219,,50,paleta,1,pełna paleta
39,Otuliny TECLIT PS,ROCKWOOL,297,1,M,,,,219,,100,paleta,1,pełna paleta
40,Mata TECLIT LM,ROCKWOOL,298,1,M2,,,10000,1000,,20,paleta,1,pełna paleta
40,Mata TECLIT LM,ROCKWOOL,299,1,M2,,,10000,1000,,25,paleta,1,pełna paleta
40,Mata TECLIT LM,ROCKWOOL,300,1,M2,,,8000,1000,,30,paleta,1,pełna paleta
40,Mata TECLIT LM,ROCKWOOL,301,1,M2,,,6000,1000,,40,paleta,1,pełna paleta
40,Mata TECLIT LM,ROCKWOOL,302,1,M2,,,5000,1000,,50,paleta,1,pełna paleta
40,Mata TECLIT LM,ROCKWOOL,303,1,M2,,,10000,1000,,20,rolka,,
40,Mata TECLIT LM,ROCKWOOL,304,1,M2,,,10000,1000,,25,rolka,,
40,Mata TECLIT LM,ROCKWOOL,305,1,M2,,,8000,1000,,30,rolka,,
40,Mata TECLIT LM,ROCKWOOL,306,1,M2,,,6000,1000,,40,rolka,,
40,Mata TECLIT LM,ROCKWOOL,307,1,M2,,,5000,1000,,50,rolka,,
41,Uchwyt TECLIT HA,ROCKWOOL,308,1,szt,,,,15,,20,karton,1,paczka
41,Uchwyt TECLIT HA,ROCKWOOL,309,1,szt,,,,18,,20,karton,1,paczka
41,Uchwyt TECLIT HA,ROCKWOOL,310,1,szt,,,,18,,25,karton,1,paczka
41,Uchwyt TECLIT HA,ROCKWOOL,311,1,szt,,,,22,,20,karton,1,paczka
41,Uchwyt TECLIT HA,ROCKWOOL,312,1,szt,,,,22,,25,karton,1,paczka
41,Uchwyt TECLIT HA,ROCKWOOL,313,1,szt,,,,22,,30,karton,1,paczka
41,Uchwyt TECLIT HA,ROCKWOOL,314,1,szt,,,,28,,20,karton,1,paczka
41,Uchwyt TECLIT HA,ROCKWOOL,315,1,szt,,,,28,,25,karton,1,paczka
41,Uchwyt TECLIT HA,ROCKWOOL,316,1,szt,,,,28,,30,karton,1,paczka
41,Uchwyt TECLIT HA,ROCKWOOL,317,1,szt,,,,35,,20,karton,1,paczka
41,Uchwyt TECLIT HA,ROCKWOOL,318,1,szt,,,,35,,25,karton,1,paczka
41,Uchwyt TECLIT HA,ROCKWOOL,319,1,szt,,,,35,,30,karton,1,paczka
41,Uchwyt TECLIT HA,ROCKWOOL,320,1,szt,,,,35,,40,karton,1,paczka
41,Uchwyt TECLIT HA,ROCKWOOL,321,1,szt,,,,42,,20,karton,1,paczka
41,Uchwyt TECLIT HA,ROCKWOOL,322,1,szt,,,,42,,25,karton,1,paczka
41,Uchwyt TECLIT HA,ROCKWOOL,323,1,szt,,,,42,,30,karton,1,paczka
41,Uchwyt TECLIT HA,ROCKWOOL,324,1,szt,,,,42,,40,karton,1,paczka
41,Uchwyt TECLIT HA,ROCKWOOL,325,1,szt,,,,48,,20,karton,1,paczka
41,Uchwyt TECLIT HA,ROCKWOOL,326,1,szt,,,,48,,25,karton,1,paczka
41,Uchwyt TECLIT HA,ROCKWOOL,327,1,szt,,,,48,,30,karton,1,paczka
41,Uchwyt TECLIT HA,ROCKWOOL,328,1,szt,,,,48,,40,karton,1,paczka
41,Uchwyt TECLIT HA,ROCKWOOL,329,1,szt,,,,48,,50,karton,1,paczka
41,Uchwyt TECLIT HA,ROCKWOOL,330,1,szt,,,,54,,20,karton,1,paczka
41,Uchwyt TECLIT HA,ROCKWOOL,331,1,szt,,,,54,,25,karton,1,paczka
41,Uchwyt TECLIT HA,ROCKWOOL,332,1,szt,,,,54,,30,karton,1,paczka
41,Uchwyt TECLIT HA,ROCKWOOL,333,1,szt,,,,54,,40,karton,1,paczka
41,Uchwyt TECLIT HA,ROCKWOOL,334,1,szt,,,,54,,50,karton,1,paczka
41,Uchwyt TECLIT HA,ROCKWOOL,335,1,szt,,,,54,,60,karton,1,paczka
41,Uchwyt TECLIT HA,ROCKWOOL,336,1,szt,,,,60,,20,karton,1,paczka
41,Uchwyt TECLIT HA,ROCKWOOL,337,1,szt,,,,60,,25,karton,1,paczka
41,Uchwyt TECLIT HA,ROCKWOOL,338,1,szt,,,,60,,30,karton,1,paczka
41,Uchwyt TECLIT HA,ROCKWOOL,339,1,szt,,,,60,,40,karton,1,paczka
41,Uchwyt TECLIT HA,ROCKWOOL,340,1,szt,,,,60,,60,karton,1,paczka
41,Uchwyt TECLIT HA,ROCKWOOL,341,1,szt,,,,64,,20,karton,1,paczka
41,Uchwyt TECLIT HA,ROCKWOOL,342,1,szt,,,,64,,25,karton,1,paczka
41,Uchwyt TECLIT HA,ROCKWOOL,343,1,szt,,,,64,,30,karton,1,paczka
41,Uchwyt TECLIT HA,ROCKWOOL,344,1,szt,,,,64,,40,karton,1,paczka
41,Uchwyt TECLIT HA,ROCKWOOL,345,1,szt,,,,64,,60,karton,1,paczka
41,Uchwyt TECLIT HA,ROCKWOOL,346,1,szt,,,,64,,70,karton,1,paczka
41,Uchwyt TECLIT HA,ROCKWOOL,347,1,szt,,,,70,,20,karton,1,paczka
41,Uchwyt TECLIT HA,ROCKWOOL,348,1,szt,,,,70,,25,karton,1,paczka
41,Uchwyt TECLIT HA,ROCKWOOL,349,1,szt,,,,70,,30,karton,1,paczka
41,Uchwyt TECLIT HA,ROCKWOOL,350,1,szt,,,,70,,40,karton,1,paczka
41,Uchwyt TECLIT HA,ROCKWOOL,351,1,szt,,,,70,,70,karton,1,paczka
41,Uchwyt TECLIT HA,ROCKWOOL,352,1,szt,,,,76,,20,karton,1,paczka
41,Uchwyt TECLIT HA,ROCKWOOL,353,1,szt,,,,76,,25,karton,1,paczka
41,Uchwyt TECLIT HA,ROCKWOOL,354,1,szt,,,,76,,30,karton,1,paczka
41,Uchwyt TECLIT HA,ROCKWOOL,355,1,szt,,,,76,,40,karton,1,paczka
41,Uchwyt TECLIT HA,ROCKWOOL,356,1,szt,,,,76,,70,karton,1,paczka
41,Uchwyt TECLIT HA,ROCKWOOL,357,1,szt,,,,76,,80,karton,1,paczka
41,Uchwyt TECLIT HA,ROCKWOOL,358,1,szt,,,,89,,20,karton,1,paczka
41,Uchwyt TECLIT HA,ROCKWOOL,359,1,szt,,,,89,,25,karton,1,paczka
41,Uchwyt TECLIT HA,ROCKWOOL,360,1,szt,,,,89,,30,karton,1,paczka
41,Uchwyt TECLIT HA,ROCKWOOL,361,1,szt,,,,89,,40,karton,1,paczka
41,Uchwyt TECLIT HA,ROCKWOOL,362,1,szt,,,,89,,50,karton,1,paczka
41,Uchwyt TECLIT HA,ROCKWOOL,363,1,szt,,,,89,,100,karton,1,paczka
41,Uchwyt TECLIT HA,ROCKWOOL,364,1,szt,,,,108,,25,karton,1,paczka
41,Uchwyt TECLIT HA,ROCKWOOL,365,1,szt,,,,108,,30,karton,1,paczka
41,Uchwyt TECLIT HA,ROCKWOOL,366,1,szt,,,,108,,40,karton,1,paczka
41,Uchwyt TECLIT HA,ROCKWOOL,367,1,szt,,,,108,,50,karton,1,paczka
41,Uchwyt TECLIT HA,ROCKWOOL,368,1,szt,,,,108,,100,karton,1,paczka
41,Uchwyt TECLIT HA,ROCKWOOL,369,1,szt,,,,114,,25,karton,1,paczka
41,Uchwyt TECLIT HA,ROCKWOOL,370,1,szt,,,,114,,30,karton,1,paczka
41,Uchwyt TECLIT HA,ROCKWOOL,371,1,szt,,,,114,,40,karton,1,paczka
41,Uchwyt TECLIT HA,ROCKWOOL,372,1,szt,,,,114,,50,karton,1,paczka
41,Uchwyt TECLIT HA,ROCKWOOL,373,1,szt,,,,114,,100,karton,1,paczka
41,Uchwyt TECLIT HA,ROCKWOOL,374,1,szt,,,,140,,25,karton,1,paczka
41,Uchwyt TECLIT HA,ROCKWOOL,375,1,szt,,,,140,,30,karton,1,paczka
41,Uchwyt TECLIT HA,ROCKWOOL,376,1,szt,,,,140,,40,karton,1,paczka
41,Uchwyt TECLIT HA,ROCKWOOL,377,1,szt,,,,140,,50,karton,1,paczka
41,Uchwyt TECLIT HA,ROCKWOOL,378,1,szt,,,,140,,100,karton,1,paczka
41,Uchwyt TECLIT HA,ROCKWOOL,379,1,szt,,,,159,,25,karton,1,paczka
41,Uchwyt TECLIT HA,ROCKWOOL,380,1,szt,,,,159,,30,karton,1,paczka
41,Uchwyt TECLIT HA,ROCKWOOL,381,1,szt,,,,159,,40,karton,1,paczka
41,Uchwyt TECLIT HA,ROCKWOOL,382,1,szt,,,,159,,50,karton,1,paczka
41,Uchwyt TECLIT HA,ROCKWOOL,383,1,szt,,,,159,,100,karton,1,paczka
41,Uchwyt TECLIT HA,ROCKWOOL,384,1,szt,,,,169,,40,karton,1,paczka
41,Uchwyt TECLIT HA,ROCKWOOL,385,1,szt,,,,219,,50,karton,1,paczka
41,Uchwyt TECLIT HA,ROCKWOOL,386,1,szt,,,,169,,100,karton,1,paczka
41,Uchwyt TECLIT HA,ROCKWOOL,387,1,szt,,,,219,,40,karton,1,paczka
41,Uchwyt TECLIT HA,ROCKWOOL,388,1,szt,,,,219,,100,karton,1,paczka
42,TECLIT AT,ROCKWOOL,389,1,szt,,,50,50,,,karton,1,paczka
42,TECLIT AT,ROCKWOOL,390,1,szt,,,50,75,,,karton,1,paczka
42,TECLIT AT,ROCKWOOL,391,1,szt,,,50,100,,,karton,1,paczka
42,TECLIT AT,ROCKWOOL,392,1,szt,,,20,50,,,karton,1,paczka
42,TECLIT AT,ROCKWOOL,393,1,szt,,,20,150,,,karton,1,paczka
43,INDUSTRIAL BATTS BLACK 60,ROCKWOOL,394,1,M2,,,2000,1200,,30,paleta,1,pełna paleta
43,INDUSTRIAL BATTS BLACK 60,ROCKWOOL,395,1,M2,,,2000,1200,,50,paleta,1,pełna paleta
43,INDUSTRIAL BATTS BLACK 60,ROCKWOOL,396,1,M2,,,2000,1200,,100,paleta,1,pełna paleta
44,INDUSTRIAL BATTS BLACK 60Z z dwustronnym welonem,ROCKWOOL,397,1,M2,,,2000,1200,,50,paleta,1,pełna paleta
44,INDUSTRIAL BATTS BLACK 60Z z dwustronnym welonem,ROCKWOOL,398,1,M2,,,2000,1200,,100,paleta,1,pełna paleta
45,INDUSTRIAL BATTS BLACK 80,ROCKWOOL,399,1,M2,,,2000,1200,,15,paleta,1,pełna paleta
45,INDUSTRIAL BATTS BLACK 80,ROCKWOOL,400,1,M2,,,2000,1200,,20,paleta,1,pełna paleta
127,Sternbild,OWA,798,1,M2,,,600,600,,15,paczka,1,pełna paleta
127,Sternbild,OWA,823,1,M2,,,600,600,,15,paczka,1,pełna paleta
127,Sternbild,OWA,824,1,M2,,,600,600,,15,paczka,1,pełna paleta
127,Sternbild,OWA,825,1,M2,,,1200,600,,15,paczka,1,pełna paleta
127,Sternbild,OWA,826,1,M2,,,1200,600,,15,paczka,1,pełna paleta
127,Sternbild,OWA,827,1,M2,,,1200,600,,15,paczka,1,pełna paleta
128,Futura ,OWA,828,1,M2,,,600,600,,15,paczka,1,pełna paleta
128,Futura ,OWA,829,1,M2,,,600,600,,15,paczka,1,pełna paleta
128,Futura ,OWA,830,1,M2,,,600,600,,15,paczka,1,pełna paleta
128,Futura ,OWA,831,1,M2,,,1200,600,,15,paczka,1,pełna paleta
128,Futura ,OWA,832,1,M2,,,1200,600,,15,paczka,1,pełna paleta
128,Futura ,OWA,833,1,M2,,,1200,600,,15,paczka,1,pełna paleta
129,Harmony ,OWA,834,1,M2,,,600,600,,15,paczka,1,pełna paleta
129,Harmony ,OWA,835,1,M2,,,600,600,,15,paczka,1,pełna paleta
129,Harmony ,OWA,836,1,M2,,,600,600,,15,paczka,1,pełna paleta
129,Harmony ,OWA,837,1,M2,,,1200,600,,15,paczka,1,pełna paleta
129,Harmony ,OWA,838,1,M2,,,1200,600,,15,paczka,1,pełna paleta
129,Harmony ,OWA,839,1,M2,,,1200,600,,15,paczka,1,pełna paleta
130,Finetta ,OWA,840,1,M2,,,600,600,,15,paczka,1,pełna paleta
130,Finetta ,OWA,841,1,M2,,,600,600,,15,paczka,1,pełna paleta
130,Finetta ,OWA,842,1,M2,,,600,600,,15,paczka,1,pełna paleta
130,Finetta ,OWA,843,1,M2,,,1200,600,,15,paczka,1,pełna paleta
130,Finetta ,OWA,844,1,M2,,,1200,600,,15,paczka,1,pełna paleta
130,Finetta ,OWA,845,1,M2,,,1200,600,,15,paczka,1,pełna paleta
131,Schlicht ,OWA,846,1,M2,,,600,600,,15,paczka,1,pełna paleta
131,Schlicht ,OWA,847,1,M2,,,600,600,,15,paczka,1,pełna paleta
131,Schlicht ,OWA,848,1,M2,,,600,600,,15,paczka,1,pełna paleta
131,Schlicht ,OWA,849,1,M2,,,1200,600,,15,paczka,1,pełna paleta
131,Schlicht ,OWA,850,1,M2,,,1200,600,,15,paczka,1,pełna paleta
131,Schlicht ,OWA,851,1,M2,,,1200,600,,15,paczka,1,pełna paleta
131,Schlicht ,OWA,902,1,M2,,,600,600,,20,paczka,1,pełna paleta
132,Universal ,OWA,852,1,M2,,,600,600,,15,paczka,1,pełna paleta
132,Universal ,OWA,853,1,M2,,,1200,600,,15,paczka,1,pełna paleta
133,New Sandila O/N ,OWA,854,1,M2,,,600,600,,15,paczka,1,pełna paleta
133,New Sandila O/N ,OWA,855,1,M2,,,600,600,,15,paczka,1,pełna paleta
133,New Sandila O/N ,OWA,856,1,M2,,,600,600,,15,paczka,1,pełna paleta
133,New Sandila O/N ,OWA,857,1,M2,,,1200,600,,15,paczka,1,pełna paleta
133,New Sandila O/N ,OWA,858,1,M2,,,1200,600,,15,paczka,1,pełna paleta
133,New Sandila O/N ,OWA,859,1,M2,,,1200,600,,15,paczka,1,pełna paleta
134,New Sandila NRC ,OWA,860,1,M2,,,600,600,,15,paczka,1,pełna paleta
134,New Sandila NRC ,OWA,861,1,M2,,,600,600,,15,paczka,1,pełna paleta
134,New Sandila NRC ,OWA,862,1,M2,,,600,600,,15,paczka,1,pełna paleta
134,New Sandila NRC ,OWA,863,1,M2,,,1200,600,,15,paczka,1,pełna paleta
134,New Sandila NRC ,OWA,864,1,M2,,,1200,600,,15,paczka,1,pełna paleta
134,New Sandila NRC ,OWA,865,1,M2,,,1200,600,,15,paczka,1,pełna paleta
135,Multi Alpha ,OWA,866,1,M2,,,600,600,,15,paczka,1,pełna paleta
135,Multi Alpha ,OWA,867,1,M2,,,1200,600,,15,paczka,1,pełna paleta
136,Cosmos O/N ,OWA,868,1,M2,,,600,600,,15,paczka,1,pełna paleta
136,Cosmos O/N ,OWA,869,1,M2,,,600,600,,15,paczka,1,pełna paleta
136,Cosmos O/N ,OWA,870,1,M2,,,600,600,,15,paczka,1,pełna paleta
136,Cosmos O/N ,OWA,871,1,M2,,,1200,600,,15,paczka,1,pełna paleta
136,Cosmos O/N ,OWA,872,1,M2,,,1200,600,,15,paczka,1,pełna paleta
136,Cosmos O/N ,OWA,873,1,M2,,,1200,600,,15,paczka,1,pełna paleta
137,Ocean ,OWA,874,1,M2,,,600,600,,15,paczka,1,pełna paleta
137,Ocean ,OWA,918,1,M2,,,600,600,,19,paczka,1,pełna paleta
138,Sinfonia ,OWA,875,1,M2,,,600,600,,15,paczka,1,pełna paleta
138,Sinfonia ,OWA,876,1,M2,,,600,600,,15,paczka,1,pełna paleta
138,Sinfonia ,OWA,877,1,M2,,,1200,600,,15,paczka,1,pełna paleta
138,Sinfonia ,OWA,878,1,M2,,,1200,600,,15,paczka,1,pełna paleta
139,Bolero ,OWA,879,1,M2,,,600,600,,15,paczka,1,pełna paleta
139,Bolero ,OWA,880,1,M2,,,600,600,,15,paczka,1,pełna paleta
139,Bolero ,OWA,881,1,M2,,,1200,600,,15,paczka,1,pełna paleta
139,Bolero ,OWA,882,1,M2,,,1200,600,,15,paczka,1,pełna paleta
140,OWAlux biały,OWA,883,1,M2,,,600,600,,15,paczka,1,pełna paleta
141,OWAlux srebrny,OWA,884,1,M2,,,600,600,,15,paczka,1,pełna paleta
142,Harmony smart,OWA,885,1,M2,,,600,600,,14,paczka,1,pełna paleta
142,Harmony smart,OWA,886,1,M2,,,600,600,,14,paczka,1,pełna paleta
143,Futura smart,OWA,887,1,M2,,,600,600,,14,paczka,1,pełna paleta
143,Futura smart,OWA,888,1,M2,,,600,600,,14,paczka,1,pełna paleta
144,Sternbild smart,OWA,889,1,M2,,,600,600,,14,paczka,1,pełna paleta
144,Sternbild smart,OWA,890,1,M2,,,600,600,,14,paczka,1,pełna paleta
145,Finetta smart,OWA,891,1,M2,,,600,600,,14,paczka,1,pełna paleta
145,Finetta smart,OWA,892,1,M2,,,600,600,,14,paczka,1,pełna paleta
146,New Sandila smart/O ,OWA,893,1,M2,,,600,600,,14,paczka,1,pełna paleta
146,New Sandila smart/O ,OWA,894,1,M2,,,1200,600,,14,paczka,1,pełna paleta
146,New Sandila smart/O ,OWA,895,1,M2,,,600,600,,14,paczka,1,pełna paleta
147,New Sandila smart/N ,OWA,896,1,M2,,,600,600,,14,paczka,1,pełna paleta
148,Schlicht smart ,OWA,897,1,M2,,,600,600,,14,paczka,1,pełna paleta
148,Schlicht smart ,OWA,898,1,M2,,,600,600,,14,paczka,1,pełna paleta
148,Schlicht smart ,OWA,899,1,M2,,,1200,600,,14,paczka,1,pełna paleta
149,Cosmos ,OWA,900,1,M2,,,600,600,,20,paczka,1,pełna paleta
150,Sinfonia C ,OWA,904,1,M2,,,600,600,,20,paczka,1,pełna paleta
151,Humancare ,OWA,906,1,M2,,,600,600,,15,paczka,1,pełna paleta
152,Sinfonia czarna ,OWA,907,1,M2,,,600,600,,15,paczka,1,pełna paleta
153,Sinfonia szara ,OWA,908,1,M2,,,600,600,,15,paczka,1,pełna paleta
154,mavroc Sternbild ,OWA,909,1,M2,,,600,600,,15,paczka,1,pełna paleta
155,mavroc Cosmos/O ,OWA,910,1,M2,,,600,600,,15,paczka,1,pełna paleta
156,mavroc Cosmos/N ,OWA,911,1,M2,,,600,600,,15,paczka,1,pełna paleta
157,sanitas 02 Sternbild ,OWA,912,1,M2,,,600,600,,15,paczka,1,pełna paleta
158,sanitas 02 Schlicht ,OWA,913,1,M2,,,600,600,,15,paczka,1,pełna paleta
159,Brillianto,OWA,914,1,M2,,,600,600,,12,paczka,1,pełna paleta
160,Brillianto A ,OWA,915,1,M2,,,600,600,,15,paczka,1,pełna paleta
160,Brillianto A ,OWA,916,1,M2,,,600,1200,,15,paczka,1,pełna paleta
160,Brillianto A ,OWA,917,1,M2,,,600,600,,19,paczka,1,pełna paleta
161,Skrzynka ogniowa,OWA,919,1,szt,,,600,600,,16,,,
163,RIGIPS PRO typ A (GKB),RIGIPS,931,1,M2,7.2,,2000,1200,,9.5,,1,pełna paleta
163,RIGIPS PRO typ A (GKB),RIGIPS,932,1,M2,7.2,,2600,1200,,9.5,,1,pełna paleta
163,RIGIPS PRO typ A (GKB),RIGIPS,933,1,M2,7.2,,3000,1200,,9.5,,1,pełna paleta
163,RIGIPS PRO typ A (GKB),RIGIPS,934,1,M2,8.1,,2000,1200,,9.5,,1,pełna paleta
163,RIGIPS PRO typ A (GKB),RIGIPS,935,1,M2,8.1,,2600,1200,,9.5,,1,pełna paleta
163,RIGIPS PRO typ A (GKB),RIGIPS,936,1,M2,8.1,,2750,1200,,9.5,,1,pełna paleta
163,RIGIPS PRO typ A (GKB),RIGIPS,937,1,M2,8.1,,3000,1200,,9.5,,1,pełna paleta
164,RIGIPS PRO Hydro typ H2 (GKBI),RIGIPS,938,1,M2,8.4,,2000,1200,,12.5,,1,pełna paleta
164,RIGIPS PRO Hydro typ H2 (GKBI),RIGIPS,939,1,M2,8.4,,2600,1200,,12.5,,1,pełna paleta
164,RIGIPS PRO Hydro typ H2 (GKBI),RIGIPS,940,1,M2,8.4,,3000,1200,,12.5,,1,pełna paleta
165,RIGIPS PRO Fire F,RIGIPS,941,1,M2,9.3,,2000,1200,,12.5,,1,pełna paleta
165,RIGIPS PRO Fire F,RIGIPS,942,1,M2,9.3,,2600,1200,,12.5,,1,pełna paleta
165,RIGIPS PRO Fire F,RIGIPS,943,1,M2,9.3,,3000,1200,,12.5,,1,pełna paleta
166,RIGIPS PRO Fire+ typ DF (GKF),RIGIPS,944,1,M2,10.1,,2000,1200,,12.5,,1,pełna paleta
166,RIGIPS PRO Fire+ typ DF (GKF),RIGIPS,945,1,M2,10.1,,2600,1200,,12.5,,1,pełna paleta
166,RIGIPS PRO Fire+ typ DF (GKF),RIGIPS,946,1,M2,10.1,,3000,1200,,12.5,,1,pełna paleta
166,RIGIPS PRO Fire+ typ DF (GKF),RIGIPS,947,1,M2,12.1,,2000,1200,,15,,1,pełna paleta
166,RIGIPS PRO Fire+ typ DF (GKF),RIGIPS,948,1,M2,12.1,,2500,1200,,15,,1,pełna paleta
166,RIGIPS PRO Fire+ typ DF (GKF),RIGIPS,949,1,M2,12.1,,2600,1200,,15,,1,pełna paleta
166,RIGIPS PRO Fire+ typ DF (GKF),RIGIPS,950,1,M2,12.1,,3000,1200,,15,,1,pełna paleta
166,RIGIPS PRO Fire+ typ DF (GKF),RIGIPS,951,1,M2,14.5,,2000,1200,,18,,1,pełna paleta
167,RIGIPS PRO Fire+ Hydro typ DFH2 (GKFI),RIGIPS,952,1,M2,10.1,,2000,1200,,12.5,,1,pełna paleta
