Nazwa produktu,Producent,actual,Jednostka ceny,Waga,Średnica,Długość,Szerokość,Wysokość,Grubość,Typ pakowania,Jednostki zakupu ,jednostki_magazynowe
CW 75 ULTRASTIL® AKU,RIGIPS,1,M,0.83,,3000,,,,,90,szt
CW 75 ULTRASTIL® AKU,RIGIPS,1,M,0.83,,3500,,,,,90,szt
CW 75 ULTRASTIL® AKU,RIGIPS,1,M,0.83,,4000,,,,,90,szt
CW 100 ULTRASTIL® AKU,RIGIPS,1,M,0.93,,3000,,,,,72,szt
CW 100 ULTRASTIL® AKU,RIGIPS,1,M,0.93,,3500,,,,,72,szt
CW 100 ULTRASTIL® AKU,RIGIPS,1,M,0.93,,4000,,,,,72,szt
CW 100 ULTRASTIL® AKU,RIGIPS,1,M,0.93,,3000,,,,,72,szt
CW 100 ULTRASTIL® AKU,RIGIPS,1,M,0.93,,3500,,,,,72,szt
CW 100 ULTRASTIL® AKU,RIGIPS,1,M,0.93,,4000,,,,,72,szt
UA 50,RIGIPS,1,M,1.88,,3000,,,,,24,szt
UA 50,RIGIPS,1,M,1.88,,3500,,,,,24,szt
UA 50,RIGIPS,1,M,1.88,,4000,,,,,24,szt
UA 50,RIGIPS,1,M,1.88,,4500,,,,,24,szt
UA 50,RIGIPS,1,M,1.88,,3000,,,,,24,szt
UA 50,RIGIPS,1,M,1.88,,3500,,,,,24,szt
UA 50,RIGIPS,1,M,1.88,,4000,,,,,24,szt
UA 50,RIGIPS,1,M,1.88,,4500,,,,,24,szt
UA 50,RIGIPS,1,M,1.88,,3000,,,,,24,szt
UA 50,RIGIPS,1,M,1.88,,4000,,,,,24,szt
UA 50,RIGIPS,1,M,1.88,,3000,,,,,24,szt
UA 50,RIGIPS,1,M,1.88,,4000,,,,,24,szt
UA 75,RIGIPS,1,M,2.25,,3000,,,,,24,szt
UA 75,RIGIPS,1,M,2.25,,3500,,,,,24,szt
UA 75,RIGIPS,1,M,2.25,,4000,,,,,24,szt
UA 75,RIGIPS,1,M,2.25,,4500,,,,,24,szt
UA 75,RIGIPS,1,M,2.25,,5000,,,,,24,szt
UA 75,RIGIPS,1,M,2.25,,5500,,,,,24,szt
UA 75,RIGIPS,1,M,2.25,,6000,,,,,24,szt
UA 75,RIGIPS,1,M,2.25,,3000,,,,,24,szt
UA 75,RIGIPS,1,M,2.25,,3500,,,,,24,szt
UA 75,RIGIPS,1,M,2.25,,4000,,,,,24,szt
UA 75,RIGIPS,1,M,2.25,,4500,,,,,24,szt
UA 75,RIGIPS,1,M,2.25,,5000,,,,,24,szt
UA 75,RIGIPS,1,M,2.25,,5500,,,,,24,szt
UA 75,RIGIPS,1,M,2.25,,6000,,,,,24,szt
UA 75,RIGIPS,1,M,2.25,,3000,,,,,24,szt
UA 75,RIGIPS,1,M,2.25,,4000,,,,,24,szt
UA 75,RIGIPS,1,M,2.25,,3000,,,,,24,szt
UA 75,RIGIPS,1,M,2.25,,4000,,,,,24,szt
UA 100,RIGIPS,1,M,2.6,,3000,,,,,24,szt
UA 100,RIGIPS,1,M,2.6,,3500,,,,,24,szt
UA 100,RIGIPS,1,M,2.6,,4000,,,,,24,szt
UA 100,RIGIPS,1,M,2.6,,4500,,,,,24,szt
UA 100,RIGIPS,1,M,2.6,,5000,,,,,24,szt
UA 100,RIGIPS,1,M,2.6,,5500,,,,,24,szt
UA 100,RIGIPS,1,M,2.6,,6000,,,,,24,szt
UA 100,RIGIPS,1,M,2.6,,3000,,,,,24,szt
UA 100,RIGIPS,1,M,2.6,,3500,,,,,24,szt
UA 100,RIGIPS,1,M,2.6,,4000,,,,,24,szt
UA 100,RIGIPS,1,M,2.6,,4500,,,,,24,szt
UA 100,RIGIPS,1,M,2.6,,5000,,,,,24,szt
UA 100,RIGIPS,1,M,2.6,,5500,,,,,24,szt
UA 100,RIGIPS,1,M,2.6,,6000,,,,,24,szt
UA 100,RIGIPS,1,M,2.6,,3000,,,,,24,szt
UA 100,RIGIPS,1,M,2.6,,4000,,,,,24,szt
UA 100,RIGIPS,1,M,2.6,,3000,,,,,24,szt
UA 100,RIGIPS,1,M,2.6,,4000,,,,,24,szt
Profil CD 60 specjalny C5M,RIGIPS,1,M,0.52,,4000,,,,,48,szt
Profil CD 60 specjalny C5M,RIGIPS,1,M,0.52,,4000,,,,,48,szt
Profil specjalny UD 30 C5M,RIGIPS,1,M,0.35,,4000,,,,,48,szt
Profil specjalny UD 30 C5M,RIGIPS,1,M,0.35,,4000,,,,,48,szt
Profil UW 50 nadcięty (do Riflex),RIGIPS,1,M,0.55,,4000,,,,,192,szt
Profil UW 50 nadcięty (do Riflex),RIGIPS,1,M,0.55,,4000,,,,,192,szt
Profil kapeluszowy,RIGIPS,1,M,0.5,,4000,,,,,200,szt
Profil kapeluszowy,RIGIPS,1,M,0.5,,4000,,,,,200,szt
Kątownik ściany szybu,RIGIPS,1,M,0.47,,2000,,,,,1,paczka
Kątownik ściany szybu,RIGIPS,1,M,0.63,,2000,,,,,1,paczka
Kątownik specjalny do sufitów przęsłowych,RIGIPS,1,M,2.03,,2000,,,,,1,paczka
Profil specjalny UW,RIGIPS,1,M,1.65,,2000,50,80,,,1,paczka
Profil specjalny UW,RIGIPS,1,M,1.84,,2000,75,80,,,1,paczka
Profil specjalny UW,RIGIPS,1,M,2.16,,2000,75,100,,,1,paczka
Profil specjalny UW,RIGIPS,1,M,2.04,,2000,100,80,,,1,paczka
Profil specjalny UW,RIGIPS,1,M,2.36,,2000,100,100,,,1,paczka
Profil specjalny UW,RIGIPS,1,M,2.67,,2000,100,120,,,1,paczka
Profil specjalny UW,RIGIPS,1,M,2.98,,2000,100,140,,,1,paczka
Profil specjalny UW,RIGIPS,1,M,3.61,,2000,100,180,,,1,paczka
Profil CD 60 gięty KONKAV,RIGIPS,1,M,0.52,,4000,,,,,1,paczka
Profil CD 60 gięty KONKAV,RIGIPS,1,M,0.52,,4000,,,,,1,paczka
Profil nośny T24,RIGIPS,1,M,0.35,,3600,,,,,1,paczka
Profil nośny T24,RIGIPS,1,M,0.35,,3600,,,,,1,paczka
Profil nośny T24,RIGIPS,1,M,0.35,,3600,,,,,1,paczka
Profil poprzeczny T24/32,RIGIPS,1,M,0.3,,1200,,,,,1,paczka
Profil poprzeczny T24/32,RIGIPS,1,M,0.3,,600,,,,,1,paczka
Profil poprzeczny T24/38,RIGIPS,1,M,0.3,,1200,,,,,1,paczka
Profil poprzeczny T24/38,RIGIPS,1,M,0.3,,600,,,,,1,paczka
Profil poprzeczny T24/38,RIGIPS,1,M,0.3,,1200,,,,,1,paczka
Profil poprzeczny T24/38,RIGIPS,1,M,0.3,,600,,,,,1,paczka
Profil poprzeczny T24/38,RIGIPS,1,M,0.3,,1200,,,,,1,paczka
Profil poprzeczny T24/38,RIGIPS,1,M,0.3,,600,,,,,1,paczka
Profil nośny T24 antykorozyjny ,RIGIPS,1,M,0.5,,3600,,,,,1,paczka
Profil poprzeczny T24/38 antykorozyjny,RIGIPS,1,M,0.45,,1200,,,,,1,paczka
Profil kątowy,RIGIPS,1,M,0.2,,3000,,,,,1,paczka
Profil kątowy,RIGIPS,1,M,0.2,,3000,,,,,1,paczka
Profil nośny T15,RIGIPS,1,M,0.35,,3000,,,,,1,paczka
Profil nośny T15,RIGIPS,1,M,0.3,,1200,,,,,1,paczka
Profil nośny T15,RIGIPS,1,M,0.3,,600,,,,,1,paczka
Łącznik krzyżowy do profili CD 60 - konstr. 2-poz.,RIGIPS,1,szt,0.05,,,,,,,1,paczka
Łącznik krzyżowy płaski do profili CD 60 - konstr. 2-poz.,RIGIPS,1,szt,0.06,,,,,,,1,paczka
Łącznik poprzeczny do profili CD 60 - konstr. 1-poz.,RIGIPS,1,szt,0.06,,,,,,,1,paczka
Łącznik wzdłużny do profili CD 60,RIGIPS,1,szt,0.06,,,,,,,1,paczka
Wieszak bezpośredni „Klick-Fix” do profili CD 60,RIGIPS,1,szt,0.03,,,,,,,1,paczka
Wieszak obrotowy z elementem rozprężnym do profili CD 60,RIGIPS,1,szt,0.05,,,,,,,1,paczka
Pręt wieszakowy,RIGIPS,1,szt,0.01,,125,,,,,1,paczka
Pręt wieszakowy,RIGIPS,1,szt,0.03,,250,,,,,1,paczka
Pręt wieszakowy,RIGIPS,1,szt,0.05,,500,,,,,1,paczka
Pręt wieszakowy,RIGIPS,1,szt,0.08,,750,,,,,1,paczka
Pręt wieszakowy,RIGIPS,1,szt,0.1,,1000,,,,,1,paczka
Pręt wieszakowy,RIGIPS,1,szt,0.13,,1250,,,,,1,paczka
Pręt wieszakowy,RIGIPS,1,szt,0.15,,1500,,,,,1,paczka
Pręt wieszakowy,RIGIPS,1,szt,0.18,,1750,,,,,1,paczka
Pręt wieszakowy,RIGIPS,1,szt,0.2,,2000,,,,,1,paczka
Uchwyt do profili CD 60,RIGIPS,1,szt,0.04,,75,,,,,1,paczka
Uchwyt do profili CD 60,RIGIPS,1,szt,0.06,,125,,,,,1,paczka
Uchwyt prosty do profili CD 60,RIGIPS,1,szt,0.05,,75,,,,,1,paczka
Uchwyt prosty do profili CD 60,RIGIPS,1,szt,0.06,,125,,,,,1,paczka
Uchwyt prosty do profili CD 60,RIGIPS,1,szt,0.1,,200,,,,,1,paczka
Uchwyt prosty do profili CD 60,RIGIPS,1,szt,0.12,,250,,,,,1,paczka
Uchwyt prosty do profili CD 60,RIGIPS,1,szt,0.15,,300,,,,,1,paczka
Uchwyt elastyczny do profili CD 60,RIGIPS,1,szt,0.04,,30,,,,,1,paczka
Uchwyt elastyczny do profili CD 60,RIGIPS,1,szt,0.04,,45,,,,,1,paczka
Uchwyt elastyczny do profili CD 60,RIGIPS,1,szt,0.05,,60,,,,,1,paczka
Uchwyt elastyczny do profili CD 60,RIGIPS,1,szt,0.07,,90,,,,,1,paczka
Wieszak do poddaszy,RIGIPS,1,szt,0.05,,180,,,,,1,paczka
Wieszak do poddaszy,RIGIPS,1,szt,0.07,,250,,,,,1,paczka
Wieszak do sufitów,RIGIPS,1,szt,0.09,,300,,,,,1,paczka
Wieszak do sufitów,RIGIPS,1,szt,0.1,,350,,,,,1,paczka
Wieszak do sufitów,RIGIPS,1,szt,0.11,,400,,,,,1,paczka
Wieszak do sufitów,RIGIPS,1,szt,0.16,,500,,,,,1,paczka
Klips do belek stalowych ,RIGIPS,1,szt,0.04,,,,,,,1,paczka
Wieszak do profili C RIGISTIL,RIGIPS,1,szt,0.04,,170,,,,,1,paczka
Wieszak do profili C RIGISTIL,RIGIPS,1,szt,0.06,,300,,,,,1,paczka
Wieszak kotwowy RIGISTIL do profili C Rigistil,RIGIPS,1,szt,0.04,,,,,,,1,paczka
Wieszak kotwowy RIGISTIL z noniuszem do profili C Rigistil,RIGIPS,1,szt,0.05,,,,,,,1,paczka
Uchwyt bezpośredni GL 9 do profili C RIGISTIL,RIGIPS,1,szt,0.06,,125,,,,,1,paczka
Uchwyt bezpośredni GL 9 do profili C RIGISTIL,RIGIPS,1,szt,0.04,,75,,,,,1,paczka
Łącznik krzyżowy RIGISTIL,RIGIPS,1,szt,0.03,,,,,,,1,paczka
Łącznik wzdłużny GL 3 do profili C RIGISTIL,RIGIPS,1,szt,0.03,,,,,,,1,paczka
Kątownik mocujący do profili ościeżnicowych,RIGIPS,1,szt,0.1,,,,,,,1,paczka
Kątownik mocujący do profili ościeżnicowych,RIGIPS,1,szt,0.2,,,,,,,1,paczka
Kątownik mocujący do profili ościeżnicowych UA 75 ,RIGIPS,1,szt,0.17,,,,,,,1,paczka
Kątownik mocujący do profili ościeżnicowych UA 100 ,RIGIPS,1,szt,0.26,,,,,,,1,paczka
Śruba M8 do profila UA z podkładką i nakrętką ,RIGIPS,1,szt,0.02,,,,,,,1,paczka
Kątownik mocujący do profili ościeżnicowych UA 75 do stropów z ugięciem do 6 cm ,RIGIPS,1,szt,0.31,,,,,,,1,paczka
Kątownik mocujący do profili ościeżnicowych UA 100 do stropów z ugięciem do 6 cm ,RIGIPS,1,szt,0.43,,,,,,,1,paczka
Katownik mocujący do sufitów przęsłowych,RIGIPS,1,szt,0.25,,,,,,,1,paczka
Katownik mocujący do sufitów przęsłowych do belek stalowych,RIGIPS,1,szt,0.15,,,,,,,1,paczka
Śruba mocująca M5x16,RIGIPS,1,szt,0.02,,,,,,,1,paczka
Łącznik krzyżowy do profili UA 50/ CD 60,RIGIPS,1,szt,0.07,,,,,1,,1,paczka
Wieszak noniuszowy dolny do profila UA50,RIGIPS,1,szt,0.05,,,15,,,,1,paczka
Łącznik akustyczny GAB3 ,RIGIPS,1,szt,0.2,,,,,,,1,paczka
Uchwyt ES 60/125 akustyczny ,RIGIPS,1,szt,0.08,,,,,,,1,paczka
Wieszak akustyczny 70,RIGIPS,1,szt,0.05,,,,,,,1,paczka
Łącznik akustyczny do ścian 2xCW,RIGIPS,1,szt,0.16,,105,,,,,1,paczka
Łącznik krzyżowy Hydroprofil do profila CD 60 – konstr. 2-poz.,RIGIPS,1,szt,0.05,,,,,,,1,paczka
Łącznik poprzeczny Hydroprofil do profili CD 60 - konst. 1-poz.,RIGIPS,1,szt,0.05,,,,,,,1,paczka
Łącznik wzdłużny Hydroprofil do profili CD 60,RIGIPS,1,szt,0.06,,,,,,,1,paczka
Uchwyt prosty ES 60/75 Hydroprofil do profili CD 60,RIGIPS,1,szt,0.05,,75,,,,,1,paczka
Uchwyt prosty ES 60/125 Hydroprofil do profili CD 60,RIGIPS,1,szt,0.06,,125,,,,,1,paczka
Wieszak obrotowy noniusz Hydroprofil do profili CD 60,RIGIPS,1,szt,0.06,,,15,,,,1,paczka
Część górna wieszaka noniuszowego Hydroprofil,RIGIPS,1,szt,0.05,,290,,,,,1,paczka
Część górna wieszaka noniuszowego Hydroprofil,RIGIPS,1,szt,0.09,,490,12,,,,1,paczka
Łącznik noniuszowy Hydroprofil,RIGIPS,1,szt,0.02,,90,12,,,,1,paczka
Przedłużka noniusza Hydroprofil,RIGIPS,1,szt,0.6,,3000,15,,,,1,paczka
Klamra zabezpieczająca do noniusza Hydroprofil (zawleczka) ,RIGIPS,1,szt,0.01,,,,,,,1,paczka
Łącznik krzyżowy C5M do profila CD 60 specjalnego C5M konstr. 2-poz,RIGIPS,1,szt,0.05,,,,,,,1,paczka
Łącznik wzdłużny C5M do profila CD 60 specjalnego C5M,RIGIPS,1,szt,0.06,,,,,,,1,paczka
Uchwyt do profili CD 60 specjalnych C5M,RIGIPS,1,szt,0.04,,65,,,,,1,paczka
Uchwyt do profili CD 60 specjalnych C5M,RIGIPS,1,szt,0.12,,125,,,,,1,paczka
Wieszak kotwowy noniusz C5M do profili CD60 specjalnych C5M,RIGIPS,1,szt,0.05,,,15,,,,1,paczka
Część górna wieszaka noniuszowego C5M,RIGIPS,1,szt,0.05,,290,12,,,,1,paczka
Część górna wieszaka noniuszowego C5M,RIGIPS,1,szt,0.09,,490,12,,,,1,paczka
Część górna wieszaka noniuszowego C5M,RIGIPS,1,szt,0.17,,990,12,,,,1,paczka
Część górna wieszaka noniuszowego C5M,RIGIPS,1,szt,0.25,,1490,12,,,,1,paczka
Klamra zabezpieczająca do noniusza C5M (zawleczka ze stali nierdzewnej),RIGIPS,1,szt,0.01,,,,,,,1,paczka
Wieszak antykorozyjny z noniuszem do profili nośnych Quick-Lock ,RIGIPS,1,szt,0.05,,,,,,,1,paczka
Wieszak antykorozyjny z noniuszem do profili nośnych Quick-Lock ,RIGIPS,1,szt,0.05,,,,,,,1,paczka
Wieszak z elementem rozprężnym do profili nośnych QUICK-LOCK®,RIGIPS,1,szt,0.04,,110,,,,,1,paczka
Wieszak z noniuszem do profili nośnych QUICK-LOCK®,RIGIPS,1,szt,0.04,,,15,,,,1,paczka
Sprężyna wieszakowa podwójna ,RIGIPS,1,szt,0.01,,,,,,,1,paczka
Wieszak bezpośredni ,RIGIPS,1,szt,0.3,,,,,,,1,paczka
Wieszak bezpośredni ,RIGIPS,1,szt,0.3,,,,,,,1,paczka
Wieszak bezpośredni ,RIGIPS,1,szt,0.3,,,,,,,1,paczka
Wieszak bezpośredni ,RIGIPS,1,szt,0.3,,,,,,,1,paczka
Sprężyna przyścienna ,RIGIPS,1,szt,0.01,,,,,,,1,paczka
Sprężynka dociskowa do płyt sufitowych ,RIGIPS,1,szt,0.01,,,,,,,1,paczka
Łącznik poprzeczny CROSS-LOCK GS ,RIGIPS,1,szt,0.03,,,,,,,1,paczka
Nakładka łącznik poprzeczny do profili T ,RIGIPS,1,szt,0.02,,,,,,,1,paczka
Pręt wieszakowy z hakiem,RIGIPS,1,szt,0.01,,125,,,,,1,paczka
Pręt wieszakowy z hakiem,RIGIPS,1,szt,0.03,,250,,,,,1,paczka
Pręt wieszakowy z hakiem,RIGIPS,1,szt,0.05,,500,,,,,1,paczka
Nakładka maskująca kątownik ,RIGIPS,1,szt,0.01,,,,,,,1,paczka
Nakładka maskująca kątownik ,RIGIPS,1,szt,0.01,,,,,,,1,paczka
Wkręty TN,RIGIPS,1,paczka,1.43,3.5,25,,,,,12,paczka
Wkręty TN,RIGIPS,1,paczka,1.72,3.5,25,,,,,10,paczka
Wkręty TN,RIGIPS,1,paczka,1.86,3.5,35,,,,,12,paczka
Wkręty TN,RIGIPS,1,paczka,2.23,3.5,35,,,,,10,paczka
Wkręty TN,RIGIPS,1,paczka,1.17,3.5,45,,,,,12,paczka
Wkręty TN,RIGIPS,1,paczka,1.39,3.5,55,,,,,12,paczka
Wkręty TN,RIGIPS,1,paczka,1.22,3.5,70,,,,,12,paczka
Wkręty TN,RIGIPS,1,BST,0.31,3.5,25,,,,,1,paczka
Wkręty TN,RIGIPS,1,BST,0.38,3.5,35,,,,,1,paczka
Wkręty TN,RIGIPS,1,BST,0.25,3.5,45,,,,,1,paczka
Wkręty TD,RIGIPS,1,paczka,1.4,3.5,25,,,,,1,paczka
Wkręty TD,RIGIPS,1,paczka,1.78,3.5,35,,,,,1,paczka
Wkręty TD,RIGIPS,1,paczka,1.15,3.5,45,,,,,1,paczka
Wkręty TD,RIGIPS,1,paczka,1.35,3.5,55,,,,,1,paczka
Wkręty TD,RIGIPS,1,paczka,1.18,3.5,70,,,,,1,paczka
Wkręty TD,RIGIPS,1,BST,0.31,3.5,25,,,,,1,paczka
Wkręty TD,RIGIPS,1,BST,0.38,3.5,35,,,,,1,paczka
Wkręty TD,RIGIPS,1,BST,0.13,3.5,45,,,,,1,paczka
Wkręty TD,RIGIPS,1,BST,0.28,3.5,55,,,,,1,paczka
Wkręty TB  ,RIGIPS,1,paczka,1.56,3.5,25,,,,,1,paczka
Wkręty TB  ,RIGIPS,1,paczka,2.02,3.5,35,,,,,1,paczka
Wkręty TB  ,RIGIPS,1,paczka,1.28,3.5,45,,,,,1,paczka
Wkręty TB  ,RIGIPS,1,paczka,0.7,3.5,55,,,,,1,paczka
Wkręty TB  ,RIGIPS,1,BST,0.17,3.5,25,,,,,1,paczka
Wkręty TB  ,RIGIPS,1,BST,0.22,3.5,35,,,,,1,paczka
Wkręty GLASROC F (Ridurit) ,RIGIPS,1,paczka,2.6,3.5,40,,,,,1,paczka
Wkręty GLASROC F (Ridurit) ,RIGIPS,1,paczka,3.1,3.5,50,,,,,1,paczka
Wkręty GLASROC F (Ridurit) ,RIGIPS,1,paczka,3.2,3.5,58,,,,,1,paczka
Wkręty GLASROC F (Ridurit) ,RIGIPS,1,paczka,2.34,3.5,70,,,,,1,paczka
Wkręty Rigidur,RIGIPS,1,paczka,1.8,3.9,19,,,,,1,paczka
Wkręty Rigidur,RIGIPS,1,paczka,1.9,3.9,22,,,,,1,paczka
Wkręty Rigidur,RIGIPS,1,paczka,2,3.5,30,,,,,1,paczka
Wkręty Rigidur,RIGIPS,1,paczka,2.15,3.5,40,,,,,1,paczka
Wkręty Rigidur,RIGIPS,1,paczka,2.3,3.5,50,,,,,1,paczka
Wkręty „Pchełki”,RIGIPS,1,paczka,1.3,3.9,11,,,,,1,paczka
Wkręty „Pchełki”,RIGIPS,1,paczka,1.3,3.5,10,,,,,1,paczka
Wkręty „Pchełki”,RIGIPS,1,BST,0.13,3.9,11,,,,,1,paczka
Wkręty „płyta – płyta”,RIGIPS,1,paczka,2,5.5,38,,,,,1,paczka
Wkręty Aquaroc Interior HB ,RIGIPS,1,paczka,1,3.5,25,,,,,1,paczka
Wkręty Aquaroc Interior HB ,RIGIPS,1,paczka,2,3.5,41,,,,,1,paczka
Wkręty HartFix ,RIGIPS,1,paczka,1.8,3.9,25,,,,,1,paczka
Wkręty HartFix ,RIGIPS,1,paczka,2.2,3.9,35,,,,,1,paczka
Wkręty Habito,RIGIPS,1,paczka,1.9,4.2,41,,,,,1,paczka
Wkręty RIGITONE,RIGIPS,1,paczka,0.8,3.5,30,,,,,1,paczka
Kołek wbijany z kapturkiem ,RIGIPS,1,paczka,0.92,6,40,,,,,1,paczka
Kołek wbijany z kapturkiem ,RIGIPS,1,paczka,0.62,6,60,,,,,1,paczka
Kołek wbijany z kapturkiem ,RIGIPS,1,BST,0.15,6,40,,,,,1,paczka
Kołek wbijany z kapturkiem ,RIGIPS,1,BST,0.17,6,60,,,,,1,paczka
Kołek wbijany  ,RIGIPS,1,paczka,0.7,6,80,,,,,1,paczka
Kołek wbijany  ,RIGIPS,1,paczka,0.75,8,60,,,,,1,paczka
Kołek wbijany  ,RIGIPS,1,paczka,0.79,8,80,,,,,1,paczka
Kołek wbijany  ,RIGIPS,1,paczka,0.85,8,100,,,,,1,paczka
