Nazwa produktu,Producent,actual,Jednostka ceny,Waga,Średnica,Długość,Szerokość,Wysokość,Grubość,Typ pakowania,Jednostki zakupu ,jednostki_magazynowe
Dybel sufitowy stalowy,RIGIPS,1,paczka,1.2,6,40,,,,,1,paczka
Dybel sufitowy stalowy,RIGIPS,1,paczka,1.66,6,65,,,,,1,paczka
Dybel sufitowy stalowy,RIGIPS,1,BST,0.15,6,40,,,,,1,paczka
Taśma uszczelniająca piankowa RIGIPS,RIGIPS,1,szt,0.18,,30000,30,,3,,1,paczka
Taśma uszczelniająca piankowa RIGIPS,RIGIPS,1,szt,0.22,,30000,50,,3,,1,paczka
Taśma uszczelniająca piankowa RIGIPS,RIGIPS,1,szt,0.33,,30000,70,,3,,1,paczka
Taśma uszczelniająca piankowa RIGIPS,RIGIPS,1,szt,0.41,,30000,95,,3,,1,paczka
FibaTape – siatka spoinowa samoprzylepna RIGIPS,RIGIPS,1,szt,0.06,,20000,48,,,,1,paczka
FibaTape – siatka spoinowa samoprzylepna RIGIPS,RIGIPS,1,szt,0.28,,90000,48,,,,1,paczka
FibaTape – siatka reperacyjna RIGIPS,RIGIPS,1,szt,0.2,,20000,150,,,,1,paczka
Taśma spoinowa szklana RIGIPS,RIGIPS,1,szt,0.04,,25000,50,,,,1,paczka
Taśma spoinowa szklana RIGIPS,RIGIPS,1,szt,0.08,,50000,50,,,,1,paczka
Taśma spoinowa papierowa RIGIPS,RIGIPS,1,szt,0.7,,75000,50,,,,1,paczka
Taśma samoprzylepna RIGIPS do spoin ślizgowych,RIGIPS,1,szt,0.4,,60000,50,,,,1,paczka
Taśma spoinowa Aquaroc (odporna na związki alkaliczne) ,RIGIPS,1,szt,0.06,,20000,48,,,,1,paczka
FibaTape – siatka spoinowa samoprzylepna RIGIPS Mold-X(Hydro) do płyt Glasroc H Ocean,RIGIPS,1,szt,0.31,,90000,48,,,,1,paczka
Specjalna taśma narożnikowa NO-COAT® z rdzeniem z kopolimeru,RIGIPS,1,szt,1.82,,30000,83,,,,1,paczka
Specjalna taśma narożnikowa AquaBead® z rdzeniem z kopolimeru,RIGIPS,1,szt,2,,25000,83,,,,1,paczka
Taśma dwustronna samoprzylepna RIGIPS do klejenia paroizolacji do profili ULTRASTIL®,RIGIPS,1,szt,0.2,,25000,50,,,,1,paczka
Profil Decoline 100,RIGIPS,1,szt,2.2,,3000,,,,,1,paczka
Narożnik aluminiowy ,RIGIPS,1,szt,0.1,,2500,23,23,0.35,,1,paczka
Narożnik aluminiowy ,RIGIPS,1,szt,0.12,,3000,23,23,0.35,,1,paczka
Narożnik aluminiowy ,RIGIPS,1,szt,0.13,,2500,30,30,0.4,,1,paczka
Narożnik aluminiowy ,RIGIPS,1,szt,0.15,,3000,30,30,0.4,,1,paczka
Półnarożnik aluminiowy,RIGIPS,1,szt,0.08,,2500,22,13,,,1,paczka
Półnarożnik aluminiowy,RIGIPS,1,szt,0.1,,3000,22,13,,,1,paczka
Narożnik aluminiowy z siatką,RIGIPS,1,szt,0.15,,2500,72,72,,,1,paczka
Narożnik aluminiowy z siatką,RIGIPS,1,szt,0.18,,3000,72,72,,,1,paczka
Profil krawędziowy PCV do płyty,RIGIPS,1,szt,0.2,,2500,,,,,1,paczka
Profil krawędziowy PCV do płyty,RIGIPS,1,szt,0.24,,3000,,,,,1,paczka
Spray zabezpieczający C3/C5M,RIGIPS,1,szt,0.5,,,,,,,,
Drzwiczki rewizyjn GKBI Ściana/Sufit,RIGIPS,1,szt,1.2,,,200,200,,,,
Drzwiczki rewizyjn GKBI Ściana/Sufit,RIGIPS,1,szt,1.3,,,300,300,,,,
Drzwiczki rewizyjn GKBI Ściana/Sufit,RIGIPS,1,szt,1.4,,,400,400,,,,
Drzwiczki rewizyjn GKBI Ściana/Sufit,RIGIPS,1,szt,1.5,,,500,500,,,,
Drzwiczki rewizyjn GKBI Ściana/Sufit,RIGIPS,1,szt,2,,,600,600,,,,
Drzwiczki rewizyjne GKBI RAL 9003 Ściana/Sufit,RIGIPS,1,szt,1.2,,,200,200,,,,
Drzwiczki rewizyjne GKBI RAL 9003 Ściana/Sufit,RIGIPS,1,szt,1.3,,,300,300,,,,
Drzwiczki rewizyjne GKBI RAL 9003 Ściana/Sufit,RIGIPS,1,szt,1.4,,,400,400,,,,
Drzwiczki rewizyjne GKBI RAL 9003 Ściana/Sufit,RIGIPS,1,szt,1.5,,,500,500,,,,
Drzwiczki rewizyjne GKBI RAL 9003 Ściana/Sufit,RIGIPS,1,szt,2,,,600,600,,,,
Drzwiczki rewizyjne GKBI Ściana/Sufit,RIGIPS,1,szt,1.2,,,200,200,,,,
Drzwiczki rewizyjne GKBI Ściana/Sufit,RIGIPS,1,szt,1.3,,,300,300,,,,
Drzwiczki rewizyjne GKBI Ściana/Sufit,RIGIPS,1,szt,1.4,,,400,400,,,,
Drzwiczki rewizyjne GKBI Ściana/Sufit,RIGIPS,1,szt,1.5,,,500,500,,,,
Drzwiczki rewizyjne GKBI Ściana/Sufit,RIGIPS,1,szt,2,,,600,600,,,,
NO-COAT Dozownik masy Double Barrel Hopper ,RIGIPS,1,szt,1,,,,,,,,
Rolka do narożników wewnętrznych ,RIGIPS,1,szt,1,,,,,,,,
Rolka do narożników zewnętrznych ,RIGIPS,1,szt,1,,,,,,,,
Rolka do narożników jednostronna ,RIGIPS,1,szt,1,,,,,,,,
Drewniany uchwyt do rolek,RIGIPS,1,szt,1,,1500,,,,,,
Ostrze do BLADE RUNNER 6 szt./pak ,RIGIPS,1,paczka,0.15,,,,,,,,
RIGITONE zestaw do spoinowania Vario,RIGIPS,1,szt,3,,,,,,,,
RIGITONE pistolet do masy gotowej RIGITONE Mix,RIGIPS,1,szt,1,,,,,,,,
Dysza do spoinowania płyt RIGITONE masą Vario lub RIGITONE Mix,RIGIPS,1,szt,0.1,,,,,,,,
Adapter do pistoletu do dyszy RIGITONE,RIGIPS,1,szt,0.1,,,,,,,,
RIGITONE ustawiacze do płyt 8/18 ,RIGIPS,1,KRT,0.2,,,,,,,,
RIGITONE ustawiacze do płyt 8-15-20 ,RIGIPS,1,KRT,0.2,,,,,,,,
RIGITONE ustawiacze do płyt 12/25 ,RIGIPS,1,KRT,0.2,,,,,,,,
Klapa rewizyjna p.poż EI30,RIGIPS,1,szt,13,,,200,200,,,,
Klapa rewizyjna p.poż EI30,RIGIPS,1,szt,15,,,250,250,,,,
Klapa rewizyjna p.poż EI30,RIGIPS,1,szt,16,,,250,300,,,,
Klapa rewizyjna p.poż EI30,RIGIPS,1,szt,18,,,300,300,,,,
Klapa rewizyjna p.poż EI30,RIGIPS,1,szt,20,,,350,450,,,,
Klapa rewizyjna p.poż EI30,RIGIPS,1,szt,20,,,400,400,,,,
Klapa rewizyjna p.poż EI30,RIGIPS,1,szt,25,,,500,500,,,,
Klapa rewizyjna p.poż EI30,RIGIPS,1,szt,30,,,600,600,,,,
Klapa rewizyjna p.poż EI30,RIGIPS,1,szt,40,,,600,800,,,,
Klapa rewizyjna p.poż EI30,RIGIPS,1,szt,50,,,800,800,,,,
Klapa rewizyjna p.poż EI60,RIGIPS,1,szt,13.5,,,200,200,,,,
Klapa rewizyjna p.poż EI60,RIGIPS,1,szt,15.5,,,250,250,,,,
Klapa rewizyjna p.poż EI60,RIGIPS,1,szt,16.5,,,250,300,,,,
Klapa rewizyjna p.poż EI60,RIGIPS,1,szt,18.5,,,300,300,,,,
Klapa rewizyjna p.poż EI60,RIGIPS,1,szt,20.5,,,350,450,,,,
Klapa rewizyjna p.poż EI60,RIGIPS,1,szt,20.5,,,400,400,,,,
Klapa rewizyjna p.poż EI60,RIGIPS,1,szt,25.5,,,500,500,,,,
Klapa rewizyjna p.poż EI60,RIGIPS,1,szt,30.5,,,600,600,,,,
Klapa rewizyjna p.poż EI60,RIGIPS,1,szt,40.5,,,600,800,,,,
Klapa rewizyjna p.poż EI60,RIGIPS,1,szt,50.5,,,800,800,,,,
Klapa rewizyjna p.poż EI120,RIGIPS,1,szt,14,,,200,200,,,,
Klapa rewizyjna p.poż EI120,RIGIPS,1,szt,16,,,250,250,,,,
Klapa rewizyjna p.poż EI120,RIGIPS,1,szt,17,,,250,300,,,,
Klapa rewizyjna p.poż EI120,RIGIPS,1,szt,19,,,300,300,,,,
Klapa rewizyjna p.poż EI120,RIGIPS,1,szt,21,,,250,450,,,,
Klapa rewizyjna p.poż EI120,RIGIPS,1,szt,21,,,400,400,,,,
Klapa rewizyjna p.poż EI120,RIGIPS,1,szt,26,,,500,500,,,,
Klapa rewizyjna p.poż EI120,RIGIPS,1,szt,31,,,600,600,,,,
Klapa rewizyjna p.poż EI120,RIGIPS,1,szt,41,,,600,800,,,,
Klapa rewizyjna p.poż EI120,RIGIPS,1,szt,51,,,800,800,,,,
Profil sufitowy CD Standard PER,BAUDISCOUNT PROFILE & TROCKENBAU ZUBEHÖR,1,M,,,,,,0.5,,,
Profil sufitowy przyścienny UD Standard PER,BAUDISCOUNT PROFILE & TROCKENBAU ZUBEHÖR,1,M,,,,,,0.5,,,
Profil ścienny ,BAUDISCOUNT PROFILE & TROCKENBAU ZUBEHÖR,1,M,,,,,,0.5,,,
Profil ścienny ,BAUDISCOUNT PROFILE & TROCKENBAU ZUBEHÖR,1,M,,,,,,0.5,,,
Profil ścienny ,BAUDISCOUNT PROFILE & TROCKENBAU ZUBEHÖR,1,M,,,,,,0.5,,,
Profil ścienny ,BAUDISCOUNT PROFILE & TROCKENBAU ZUBEHÖR,1,M,,,,,,0.5,,,
Profil ścienny ,BAUDISCOUNT PROFILE & TROCKENBAU ZUBEHÖR,1,M,,,,,,0.5,,,
Profil ścienny ,BAUDISCOUNT PROFILE & TROCKENBAU ZUBEHÖR,1,M,,,,,,0.5,,,
PVC GEWEBE-ECKSCHUTZ-SCHIENE listwa naroznikowa z siatka plastikowa,BAUDISCOUNT PROFILE & TROCKENBAU ZUBEHÖR,1,szt,,,2500,20,,,,1,paczka
PVC GEWEBE-ECKSCHUTZ-SCHIENE listwa naroznikowa z siatka plastikowa,BAUDISCOUNT PROFILE & TROCKENBAU ZUBEHÖR,1,szt,,,3000,20,,,,1,paczka
PVC GEWEBE-ECKSCHUTZ-SCHIENE listwa naroznikowa z siatka plastikowa,BAUDISCOUNT PROFILE & TROCKENBAU ZUBEHÖR,1,szt,,,2500,25,,,,1,paczka
PVC GEWEBE-ECKSCHUTZ-SCHIENE listwa naroznikowa z siatka plastikowa,BAUDISCOUNT PROFILE & TROCKENBAU ZUBEHÖR,1,szt,,,3000,25,,,,1,paczka
ALU SOCKELPROFIL / SOCKELSCHIENEN ,BAUDISCOUNT PROFILE & TROCKENBAU ZUBEHÖR,1,szt,,,2500,50,,,,1,paczka
ALU SOCKELPROFIL / SOCKELSCHIENEN ,BAUDISCOUNT PROFILE & TROCKENBAU ZUBEHÖR,1,szt,,,2500,60,,,,1,paczka
ALU SOCKELPROFIL / SOCKELSCHIENEN ,BAUDISCOUNT PROFILE & TROCKENBAU ZUBEHÖR,1,szt,,,2500,80,,,,1,paczka
ALU SOCKELPROFIL / SOCKELSCHIENEN ,BAUDISCOUNT PROFILE & TROCKENBAU ZUBEHÖR,1,szt,,,2500,100,,,,1,paczka
ALU SOCKELPROFIL / SOCKELSCHIENEN ,BAUDISCOUNT PROFILE & TROCKENBAU ZUBEHÖR,1,szt,,,2500,120,,,,1,paczka
ALU SOCKELPROFIL / SOCKELSCHIENEN ,BAUDISCOUNT PROFILE & TROCKENBAU ZUBEHÖR,1,szt,,,2500,140,,,,1,paczka
ALU SOCKELPROFIL / SOCKELSCHIENEN ,BAUDISCOUNT PROFILE & TROCKENBAU ZUBEHÖR,1,szt,,,2500,150,,,,1,paczka
ALU SOCKELPROFIL / SOCKELSCHIENEN ,BAUDISCOUNT PROFILE & TROCKENBAU ZUBEHÖR,1,szt,,,2500,180,,,,1,paczka
ALU SOCKELPROFIL / SOCKELSCHIENEN ,BAUDISCOUNT PROFILE & TROCKENBAU ZUBEHÖR,1,szt,,,2500,200,,,,1,paczka
ANPUTZLEISTE – LEIBUNGSPROFIL / FENSTER/TÜR-ANPUTZLEISTE listwa okienna/drzwiowa z siatka,BAUDISCOUNT PROFILE & TROCKENBAU ZUBEHÖR,1,szt,,,,2500,,,,,
ANPUTZLEISTE – LEIBUNGSPROFIL / FENSTER/TÜR-ANPUTZLEISTE listwa okienna/drzwiowa z siatka,BAUDISCOUNT PROFILE & TROCKENBAU ZUBEHÖR,1,szt,,,,3000,,,,,
SOCKELABSCHLUSSPROFIL PVC / EINSCHUBPROFIL listwa cokolowa z siatka,BAUDISCOUNT PROFILE & TROCKENBAU ZUBEHÖR,1,szt,,,,2500,,,,,
SOCKELABSCHLUSSPROFIL PVC / EINSCHUBPROFIL listwa cokolowa z siatka,BAUDISCOUNT PROFILE & TROCKENBAU ZUBEHÖR,1,szt,,,,3000,,,,,
DÄMMSTOFFDÜBEL (SCHLAGDÜBEL) MIT KUNSTSTOFFDORN kolek plastikowy z ETA,Wkręt-met,1,szt,,10,120,,,,,1,paczka
DÄMMSTOFFDÜBEL (SCHLAGDÜBEL) MIT KUNSTSTOFFDORN kolek plastikowy z ETA,Wkręt-met,1,szt,,10,140,,,,,1,paczka
DÄMMSTOFFDÜBEL (SCHLAGDÜBEL) MIT KUNSTSTOFFDORN kolek plastikowy z ETA,Wkręt-met,1,szt,,10,160,,,,,1,paczka
DÄMMSTOFFDÜBEL (SCHLAGDÜBEL) MIT KUNSTSTOFFDORN kolek plastikowy z ETA,Wkręt-met,1,szt,,10,180,,,,,1,paczka
DÄMMSTOFFDÜBEL (SCHLAGDÜBEL) MIT KUNSTSTOFFDORN kolek plastikowy z ETA,Wkręt-met,1,szt,,10,200,,,,,1,paczka
DÄMMSTOFFDÜBEL (SCHLAGDÜBEL) MIT KUNSTSTOFFDORN kolek plastikowy z ETA,Wkręt-met,1,szt,,10,220,,,,,1,paczka
DÄMMSTOFFDÜBEL (SCHLAGDÜBEL) MIT KUNSTSTOFFDORN kolek plastikowy z ETA,Wkręt-met,1,szt,,10,260,,,,,1,paczka
RONDELL FRÄSER FÜR EPS DÄMMPLATTEN,Wkręt-met,1,szt,,66.7,,,,,,1,szt
RONDELLE / STOPFEN EPS STYROPOR,Wkręt-met,1,szt,,,,,,,,1,paczka
RONDELLE / STOPFEN EPS STYROPOR,Wkręt-met,1,szt,,,,,,,,1,paczka
RONDELLE / STOPFEN STEINWOLLE,Wkręt-met,1,szt,,67,,,,17,,1,paczka
Soudafoam Classic Gun,Soudal,1,szt,,,,,,,,1,paczka
DÄMMSTOFFDÜBEL (SCHRAUBDÜBEL) METALLDORN  kolki wkrecane ze stalowym trzpieniem,Wkręt-met,1,szt,,8,95,,,,,1,paczka
DÄMMSTOFFDÜBEL (SCHRAUBDÜBEL) METALLDORN  kolki wkrecane ze stalowym trzpieniem,Wkręt-met,1,szt,,8,115,,,,,1,paczka
DÄMMSTOFFDÜBEL (SCHRAUBDÜBEL) METALLDORN  kolki wkrecane ze stalowym trzpieniem,Wkręt-met,1,szt,,8,135,,,,,1,paczka
DÄMMSTOFFDÜBEL (SCHRAUBDÜBEL) METALLDORN  kolki wkrecane ze stalowym trzpieniem,Wkręt-met,1,szt,,8,155,,,,,1,paczka
DÄMMSTOFFDÜBEL (SCHRAUBDÜBEL) METALLDORN  kolki wkrecane ze stalowym trzpieniem,Wkręt-met,1,szt,,8,175,,,,,1,paczka
DÄMMSTOFFDÜBEL (SCHRAUBDÜBEL) METALLDORN  kolki wkrecane ze stalowym trzpieniem,Wkręt-met,1,szt,,8,195,,,,,1,paczka
DÄMMSTOFFDÜBEL (SCHRAUBDÜBEL) METALLDORN  kolki wkrecane ze stalowym trzpieniem,Wkręt-met,1,szt,,8,215,,,,,1,paczka
DÄMMSTOFFDÜBEL (SCHRAUBDÜBEL) METALLDORN  kolki wkrecane ze stalowym trzpieniem,Wkręt-met,1,szt,,8,235,,,,,1,paczka
DÄMMSTOFFDÜBEL (SCHRAUBDÜBEL) METALLDORN  kolki wkrecane ze stalowym trzpieniem,Wkręt-met,1,szt,,8,255,,,,,1,paczka
DÄMMSTOFFDÜBEL (SCHRAUBDÜBEL) METALLDORN  kolki wkrecane ze stalowym trzpieniem,Wkręt-met,1,szt,,8,275,,,,,1,paczka
DÄMMSTOFFDÜBEL (SCHRAUBDÜBEL) METALLDORN  kolki wkrecane ze stalowym trzpieniem,Wkręt-met,1,szt,,8,295,,,,,1,paczka
ISOLIGHT,ISOROC,1,M3,,,500,1000,,50,,,
ISOLIGHT,ISOROC,1,M3,,,500,1000,,75,,,
ISOLIGHT,ISOROC,1,M3,,,500,1000,,100,,,
ISOLIGHT,ISOROC,1,M3,,,500,1000,,120,,,
ISOLIGHT,ISOROC,1,M3,,,500,1000,,140,,,
ISOLIGHT,ISOROC,1,M3,,,500,1000,,150,,,
ISOLIGHT,ISOROC,1,M3,,,500,1000,,160,,,
ISOLIGHT,ISOROC,1,M3,,,500,1000,,180,,,
ISOLIGHT,ISOROC,1,M3,,,500,1000,,200,,,
ISOLIGHT,ISOROC,1,M3,,,600,1000,,50,,,
ISOLIGHT,ISOROC,1,M3,,,600,1000,,75,,,
ISOLIGHT,ISOROC,1,M3,,,600,1000,,100,,,
ISOLIGHT,ISOROC,1,M3,,,600,1000,,120,,,
ISOLIGHT,ISOROC,1,M3,,,600,1000,,140,,,
ISOLIGHT,ISOROC,1,M3,,,600,1000,,150,,,
ISOLIGHT,ISOROC,1,M3,,,600,1000,,160,,,
ISOLIGHT,ISOROC,1,M3,,,600,1000,,180,,,
ISOLIGHT,ISOROC,1,M3,,,600,1000,,200,,,
ISOLIGHT,ISOROC,1,M3,,,500,1000,,50,,,
ISOLIGHT,ISOROC,1,M3,,,500,1000,,75,,,
ISOLIGHT,ISOROC,1,M3,,,500,1000,,100,,,
ISOLIGHT,ISOROC,1,M3,,,500,1000,,120,,,
ISOLIGHT,ISOROC,1,M3,,,500,1000,,140,,,
ISOLIGHT,ISOROC,1,M3,,,500,1000,,150,,,
ISOLIGHT,ISOROC,1,M3,,,500,1000,,160,,,
ISOLIGHT,ISOROC,1,M3,,,500,1000,,180,,,
ISOLIGHT,ISOROC,1,M3,,,500,1000,,200,,,
ISOLIGHT,ISOROC,1,M3,,,600,1000,,50,,,
ISOLIGHT,ISOROC,1,M3,,,600,1000,,75,,,
ISOLIGHT,ISOROC,1,M3,,,600,1000,,100,,,
ISOLIGHT,ISOROC,1,M3,,,600,1000,,120,,,
ISOLIGHT,ISOROC,1,M3,,,600,1000,,140,,,
ISOLIGHT,ISOROC,1,M3,,,600,1000,,150,,,
ISOLIGHT,ISOROC,1,M3,,,600,1000,,160,,,
ISOLIGHT,ISOROC,1,M3,,,600,1000,,180,,,
ISOLIGHT,ISOROC,1,M3,,,600,1000,,200,,,
ISOFAS,ISOROC,1,M3,,,600,50,,1000,,,
ISOFAS,ISOROC,1,M3,,,600,60,,1000,,,
ISOFAS,ISOROC,1,M3,,,600,70,,1000,,,
ISOFAS,ISOROC,1,M3,,,600,80,,1000,,,
ISOFAS,ISOROC,1,M3,,,600,100,,1000,,,
ISOFAS,ISOROC,1,M3,,,600,120,,1000,,,
ISOFAS,ISOROC,1,M3,,,600,130,,1000,,,
ISOFAS,ISOROC,1,M3,,,600,140,,1000,,,
ISOFAS,ISOROC,1,M3,,,600,150,,1000,,,
ISOFAS,ISOROC,1,M3,,,600,160,,1000,,,
ISOFAS,ISOROC,1,M3,,,600,170,,1000,,,
ISOFAS,ISOROC,1,M3,,,600,180,,1000,,,
ISOFAS,ISOROC,1,M3,,,600,200,,1000,,,
ISOFAS,ISOROC,1,M3,,,600,1000,,50,,,
ISOFAS,ISOROC,1,M3,,,600,1000,,60,,,
ISOFAS,ISOROC,1,M3,,,600,1000,,70,,,
ISOFAS,ISOROC,1,M3,,,600,1000,,80,,,
ISOFAS,ISOROC,1,M3,,,600,1000,,100,,,
ISOFAS,ISOROC,1,M3,,,600,1000,,120,,,
ISOFAS,ISOROC,1,M3,,,600,1000,,130,,,
ISOFAS,ISOROC,1,M3,,,600,1000,,140,,,
ISOFAS,ISOROC,1,M3,,,600,1000,,150,,,
ISOFAS,ISOROC,1,M3,,,600,1000,,160,,,
ISOFAS,ISOROC,1,M3,,,600,1000,,170,,,
ISOFAS,ISOROC,1,M3,,,600,1000,,180,,,
ISOFAS,ISOROC,1,M3,,,600,1000,,200,,,
FRONTROCK S,ROCKWOOL,1,M2,,,1000,600,,20,paczka,1,pełna paleta
FRONTROCK S,ROCKWOOL,1,M2,,,1000,600,,30,paczka,1,pełna paleta
FRONTROCK S,ROCKWOOL,1,M2,,,1000,600,,30,paczka,1,pełna paleta
FRONTROCK S,ROCKWOOL,1,M2,,,1000,600,,20,paczka,1,pełna paleta
Thermano TOP,Balex,1,M2,,,2400,1200,,140,,1,paczka
Thermano TOP,Balex,1,M2,,,2400,1200,,125,,1,paczka
Thermano TOP,Balex,1,M2,,,2400,1200,,120,,1,paczka
Thermano TOP,Balex,1,M2,,,2400,1200,,100,,1,paczka
Thermano TOP,Balex,1,M2,,,2400,1200,,80,,1,paczka
Thermano TOP,Balex,1,M2,,,2400,1200,,60,,1,paczka
Thermano TOP,Balex,1,M2,,,2400,1200,,50,,1,paczka
Thermano TOP,Balex,1,M2,,,2400,1200,,40,,1,paczka
Thermano TOP,Balex,1,M2,,,2400,1200,,140,,1,paczka
Thermano TOP,Balex,1,M2,,,2400,1200,,125,,1,paczka
Thermano TOP,Balex,1,M2,,,2400,1200,,120,,1,paczka
Thermano TOP,Balex,1,M2,,,2400,1200,,100,,1,paczka
Thermano TOP,Balex,1,M2,,,2400,1200,,80,,1,paczka
Thermano TOP,Balex,1,M2,,,2400,1200,,60,,1,paczka
Thermano TOP,Balex,1,M2,,,2400,1200,,50,,1,paczka
Thermano TOP,Balex,1,M2,,,2400,1200,,40,,1,paczka
